,action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
4515,5,File closed for incompleteness,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,35.0,5,,,,,White,,,,,2,Female,0,2015,5.01,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,49.0,Lewis and Clark County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,45-3449011,24647,30,MT,Montana,60000.0,300,1528.0,1383.0,5.71999979019165,3919.0,,120.2300033569336
4516,2,Application approved but not accepted,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,138.0,5,,,,,White,,,,,1,Male,0,2015,7.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,93553,30,MT,Montana,60000.0,100,2407.0,1506.0,8.260000228881836,5869.0,,114.6999969482422
4517,3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,126.0,5,,,,,White,,,,,1,Male,0,2015,9.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,63.0,Missoula County,1.0,,,Debt-to-income ratio,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,33540.0,Missoula - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000504713,150925,30,MT,Montana,69800.0,200,991.0,812.0,6.5,2337.0,,137.63999938964844
4518,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,102.0,5,,,,,White,,,,,1,Male,0,2015,16.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,63.0,Missoula County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,33540.0,Missoula - MT,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000030788,2011,30,MT,Montana,69800.0,292,2858.0,2312.0,6.769999980926514,7448.0,,129.02999877929688
4519,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,38.0,5,,,,,White,,,,,1,Male,0,2015,,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,42549,30,MT,Montana,,39,,,,,,
4520,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,43.0,5,,,,,White,,,,,2,Female,0,2015,7.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,63.0,Missoula County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,33540.0,Missoula - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,86-0860478,35609,30,MT,Montana,69800.0,235,1211.0,288.0,10.640000343322754,2614.0,,83.7300033569336
4521,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,110.0,5,,,,,White,,,,,1,Male,0,2015,7.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,111.0,Yellowstone County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000617677,93703,30,MT,Montana,66800.0,199,1340.0,1293.0,8.920000076293945,3744.0,,137.1300048828125
4522,1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,56.0,5,,,,,White,,,,,2,Female,0,2015,4.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,81.0,Ravalli County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000475354,168,30,MT,Montana,60000.0,223,938.0,602.0,5.3400001525878915,2657.0,,112.5199966430664
4523,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,105.0,5,,,,,White,,,,,1,Male,0,2015,11.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,49.0,Lewis and Clark County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000030788,1152,30,MT,Montana,60000.0,250,1912.0,1181.0,6.920000076293945,5548.0,,148.39999389648438
4524,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,56.0,5,,,,,White,,,,,1,Male,0,2015,11.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000817824,110834,30,MT,Montana,60000.0,86,2249.0,1333.0,8.640000343322754,5755.0,,78.18000030517578
4525,4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2015,10.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,75-2921540,114360,30,MT,Montana,60000.0,121,1297.0,1182.0,3.9300000667572017,3235.0,,183.02999877929688
4526,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,335.0,5,,,,,White,,,,,1,Male,0,2015,5.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,336093,30,MT,Montana,60000.0,806,2086.0,1685.0,3.0,4908.0,,160.77000427246094
4527,6,Loan purchased by the institution,1,OCC,Office of the Comptroller of the Currency,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,6.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,81.0,Ravalli County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000708412,52692,30,MT,Montana,60000.0,195,2667.0,1996.0,6.019999980926514,6144.0,,93.61000061035156
4528,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,48.0,5,,,,,White,,,,,1,Male,0,2015,7.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000030788,3224,30,MT,Montana,66800.0,235,2653.0,2057.0,10.760000228881836,7400.0,,91.69000244140624
4529,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,54.0,5,,,,,White,,,,,1,Male,0,2015,7.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,44400,30,MT,Montana,60000.0,58,2547.0,1738.0,6.550000190734862,5790.0,5.79,73.93000030517578
4530,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2015,7.04,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,75-2921540,114495,30,MT,Montana,66800.0,184,1340.0,1293.0,8.920000076293945,3744.0,,137.1300048828125
4531,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,82.0,5,,,,,White,,,,,1,Male,0,2015,9540.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,55.0,McCone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,336322,30,MT,Montana,60000.0,132,1009.0,539.0,2.5999999046325684,1734.0,,104.33000183105469
4532,1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,106.0,5,,,,,White,,,,,1,Male,0,2015,22.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Cascade County,,,,,,,,,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,24500.0,Great Falls - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000659855,2812,30,MT,Montana,61600.0,2,2273.0,1825.0,10.789999961853027,6467.0,,94.98999786376952
4533,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,60.0,5,,,,,White,,,,,1,Male,0,2015,8.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000030788,1064,30,MT,Montana,60000.0,220,2854.0,2211.0,5.78000020980835,7094.0,,118.25
4534,2,Application approved but not accepted,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",,5,,,,,White,,,,,1,Male,0,2015,19.02,3,"Information not provided by applicant in mail, Internet, or telephone application",5,,,,,White,,,,,2,Female,111.0,Yellowstone County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,20-1832276,49,30,MT,Montana,66800.0,4,1347.0,1037.0,6.809999942779541,3819.0,,107.12999725341795
4535,5,File closed for incompleteness,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,200.0,5,,,,,White,,,,,1,Male,0,2015,3.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,93.0,Silver Bow County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,45-3449011,25308,30,MT,Montana,60000.0,330,1032.0,851.0,6.71999979019165,2380.0,,89.41000366210938
4536,6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,702.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,83.0,Richland County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),26-2049351,74780,30,MT,Montana,60000.0,132,742.0,449.0,7.179999828338622,1573.0,,118.69000244140624
4537,6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,81.0,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,15.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,63.0,Missoula County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,33540.0,Missoula - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000476810,100584,30,MT,Montana,69800.0,252,2482.0,2008.0,5.809999942779541,6539.0,,112.8499984741211
4538,4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,1320.0,5,,,,,White,,,,,1,Male,0,2015,1.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,101.0,Toole County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-4599244,224086,30,MT,Montana,60000.0,300,526.0,319.0,4.1599998474121085,1249.0,,94.38999938964844
4539,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,2,Female,0,2015,18.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,63.0,Missoula County,9.0,,,Other,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,2,FHA-insured,33540.0,Missoula - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,20-1832276,209,30,MT,Montana,69800.0,23,3290.0,1574.0,13.229999542236328,4640.0,,89.1500015258789
4540,6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,402.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,41.0,Hill County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),26-2049351,40819,30,MT,Montana,60000.0,150,944.0,629.0,8.449999809265138,1810.0,,110.3499984741211
4541,5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",54.0,5,,,,,White,,,,,2,Female,0,2015,,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,3.0,Big Horn County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,45204,30,MT,Montana,,67,,,,,,
4542,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,72.0,5,,,,,White,,,,,1,Male,0,2015,3.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,23.0,Deer Lodge County,4.0,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7197000003,302253,30,MT,Montana,60000.0,155,1433.0,790.0,9.34000015258789,2967.0,,72.33000183105469
4543,4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,27.0,5,,,,,White,,,,,1,Male,0,2015,7.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,81.0,Ravalli County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,3,Not applicable,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000501105,21640,30,MT,Montana,60000.0,100,980.0,563.0,7.039999961853027,2018.0,,83.05000305175781
4544,2,Application approved but not accepted,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,2,Female,0,2015,2.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21.0,Dawson County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,20-1832276,312,30,MT,Montana,60000.0,1,1193.0,907.0,5.059999942779541,2590.0,,130.07000732421878
4545,5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,46.0,5,,,,,White,,,,,1,Male,0,2015,2.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,11657,30,MT,Montana,60000.0,57,2033.0,1124.0,6.300000190734862,4543.0,,92.0199966430664
4546,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",96.0,5,,,,,White,,,,,1,Male,0,2015,11.02,3,"Information not provided by applicant in mail, Internet, or telephone application",5,,,,,White,,,,,2,Female,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,34-1194858,8978,30,MT,Montana,60000.0,375,759.0,433.0,6.710000038146973,2249.0,,149.6300048828125
4547,4,Application withdrawn by applicant,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,105.0,5,,,,,White,,,,,2,Female,0,2015,10.02,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000659855,4912,30,MT,Montana,60000.0,288,1730.0,1073.0,5.329999923706055,4294.0,,124.16999816894531
4548,3,Application denied by financial institution,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,51.0,5,,,,,White,,,,,2,Female,0,2015,7.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,63.0,Missoula County,1.0,3.0,,Debt-to-income ratio,Credit history,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,33540.0,Missoula - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000030788,1955,30,MT,Montana,69800.0,196,1211.0,288.0,10.640000343322754,2614.0,,83.7300033569336
4549,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,2,Female,0,2015,7.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,81.0,Ravalli County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),20-1832276,756,30,MT,Montana,60000.0,34,980.0,563.0,7.039999961853027,2018.0,4.07,83.05000305175781
4550,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,33.0,5,,,,,White,,,,,2,Female,0,2015,2.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,11712,30,MT,Montana,60000.0,57,2033.0,1124.0,6.300000190734862,4543.0,,92.0199966430664
4551,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2015,18.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,75-2921540,149411,30,MT,Montana,66800.0,156,742.0,652.0,7.710000038146973,2061.0,,106.86000061035156
4552,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,33.0,5,,,,,White,,,,,1,Male,0,2015,6.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,81.0,Ravalli County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,326856,30,MT,Montana,60000.0,145,2667.0,1996.0,6.019999980926514,6144.0,,93.61000061035156
4553,2,Application approved but not accepted,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,93.0,5,,,,,White,,,,,1,Male,0,2015,5.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,81.0,Ravalli County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000030788,1093,30,MT,Montana,60000.0,225,2797.0,1818.0,5.809999942779541,5561.0,,86.45999908447266
4554,3,Application denied by financial institution,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,48.0,5,,,,,White,,,,,2,Female,0,2015,3.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21.0,Dawson County,3.0,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000022559,25,30,MT,Montana,60000.0,123,1957.0,1367.0,6.75,4920.0,,118.20999908447266
4555,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,57.0,5,,,,,White,,,,,1,Male,0,2015,17.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,11748,30,MT,Montana,66800.0,54,1850.0,1442.0,10.100000381469727,4395.0,,92.62999725341795
4556,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,162.0,5,,,,,White,,,,,1,Male,0,2015,5.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000022559,183,30,MT,Montana,60000.0,214,3083.0,1811.0,6.829999923706055,8858.0,,114.26000213623048
4557,6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,1.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,81.0,Ravalli County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000852218,385294,30,MT,Montana,60000.0,237,1718.0,1446.0,5.050000190734863,3963.0,,125.79000091552734
4558,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,94.0,5,,,,,White,,,,,1,Male,0,2015,18.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000030788,3096,30,MT,Montana,66800.0,175,1690.0,1536.0,6.0,5321.0,,206.72999572753903
